current_path,filename,inferred_domain,current_category,proposed_action,proposed_destination,reason,confidence,duplicate_candidates,reference_risk,needs_human_review,notes
00_QiEOS/60_assets/templates/artifact_template.md,artifact_template.md,assets,60_assets,move,assets,General markdown or document templates.,medium,,true,false,
00_QiEOS/60_assets/templates/note_template.md,note_template.md,assets,60_assets,move,assets,General markdown or document templates.,medium,,true,false,
00_QiEOS/60_assets/templates/operational_template.md,operational_template.md,assets,60_assets,move,assets,General markdown or document templates.,medium,,true,false,
00_QiEOS/60_assets/templates/page_template.md,page_template.md,assets,60_assets,move,assets,General markdown or document templates.,medium,,true,false,
00_QiEOS/60_assets/templates/registry_reference_template.md,registry_reference_template.md,00_QiEOS,60_assets,keep,00_QiEOS,Core metadata templates for governance.,high,,true,false,
00_QiEOS/60_assets/templates/section_index_template.md,section_index_template.md,00_QiEOS,60_assets,keep,00_QiEOS,Core metadata templates for governance.,high,,true,false,
00_QiEOS/60_assets/templates/standard_template.md,standard_template.md,00_QiEOS,60_assets,keep,00_QiEOS,Core metadata templates for governance.,high,,true,false,
00_QiEOS/60_assets/templates/templates.md,templates.md,assets,60_assets,move,assets,General markdown or document templates.,medium,,true,false,
00_QiEOS/90_receipts/10_changelog.md,10_changelog.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/10_logs/_index.md,_index.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/20_audits/_index.md,_index.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/30_backups/_index.md,_index.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/40_health_checks/_index.md,_index.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/50_generated_reports/_index.md,_index.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/50_generated_reports/current_project_state.md,current_project_state.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,false,false,
00_QiEOS/90_receipts/50_generated_reports/qilabs_structure_check.csv,qilabs_structure_check.csv,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,false,false,
00_QiEOS/90_receipts/50_generated_reports/qilabs_structure_check.json,qilabs_structure_check.json,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,false,false,
00_QiEOS/90_receipts/50_generated_reports/qilabs_structure_check.md,qilabs_structure_check.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,false,false,
00_QiEOS/90_receipts/60_generated_indexes/_index.md,_index.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/70_maintenance/_index.md,_index.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/Current_Project_State.md,Current_Project_State.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/_audit/2026-05-24_qiaccess_homepage_conversion_report.md,2026-05-24_qiaccess_homepage_conversion_report.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/_audit/2026-05-24_qiaccess_homepage_local_validation_report.md,2026-05-24_qiaccess_homepage_local_validation_report.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/_audit/2026-05-24_qilinks_admin_and_visual_map_plan.md,2026-05-24_qilinks_admin_and_visual_map_plan.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,false,false,
00_QiEOS/90_receipts/_audit/qiaccess_map.md,qiaccess_map.md,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/90_receipts/_audit/qiaccess_map.mmd,qiaccess_map.mmd,90_receipts,90_receipts,move,90_receipts,"Generated reports, checks, and logs.",high,,true,false,
00_QiEOS/QiAccess_Start_Blueprint.md,QiAccess_Start_Blueprint.md,10_QiAccess,root,move,10_QiAccess,Operational blueprint of the QiAccess Start module.,high,,true,false,
00_QiEOS/README.md,README.md,00_QiEOS,root,keep,00_QiEOS,Core constitutional system-wide structure file.,high,,true,false,
00_QiEOS/_QiEOS.md,_QiEOS.md,00_QiEOS,root,keep,00_QiEOS,Core constitutional system-wide structure file.,high,,true,false,
00_QiEOS/_index.md,_index.md,00_QiEOS,root,keep,00_QiEOS,Core constitutional system-wide structure file.,high,,true,false,
00_QiEOS/doctrine/QiOS_Core_Doctrine.mdx,QiOS_Core_Doctrine.mdx,00_QiEOS,doctrine,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/exports/QiOS_DNA_Chronicle.md,QiOS_DNA_Chronicle.md,90_receipts,exports,move,90_receipts,Generated export artifacts.,medium,,true,false,
00_QiEOS/file-index.json,file-index.json,90_receipts,root,move,90_receipts,"Automatically generated index of files, belongs in receipts.",medium,,true,false,
00_QiEOS/rebuild.bat,rebuild.bat,00_QiEOS,root,keep,00_QiEOS,Build script for the QiEOS surface docs generator.,medium,,true,false,
00_QiEOS/reconciliation/2026-06-09_codex_reconciliation_brief.md,2026-06-09_codex_reconciliation_brief.md,Reconciliation,reconciliation,move,Reconciliation,Active reconciliation audits and plans.,high,,false,false,
00_QiEOS/reconciliation/2026-06-09_initial_reconciliation.mdx,2026-06-09_initial_reconciliation.mdx,Reconciliation,reconciliation,move,Reconciliation,Active reconciliation audits and plans.,high,,false,false,
00_QiEOS/system_map/QiOS_Master_Map.mdx,QiOS_Master_Map.mdx,00_QiEOS,system_map,keep,00_QiEOS,"Constitutional governance, principles, rules, standards, or structural metadata.",high,,true,false,
00_QiEOS/vizvibe.mmd,vizvibe.mmd,00_QiEOS,root,keep,00_QiEOS,Core constitutional system-wide structure file.,high,,true,false,
